,date,hour,hourly_polarity,datetime,polarity_diff
85,2022-02-27,19,-0.053924287323440824,2022-02-2719,0.13331003158541424
86,2022-02-27,20,0.19358531829960848,2022-02-2720,0.2475096056230493
87,2022-02-27,21,0.10852903091619091,2022-02-2721,-0.08505628738341757
88,2022-02-27,22,0.05126899920403957,2022-02-2722,-0.05726003171215134
89,2022-02-27,23,-0.025070805056309847,2022-02-2723,-0.07633980426034942
90,2022-02-28,00,0.06482000004719285,2022-02-2800,0.0898908051035027
91,2022-02-28,01,0.1225359381060116,2022-02-2801,0.05771593805881875
92,2022-02-28,02,0.08086875022854656,2022-02-2802,-0.04166718787746504
93,2022-02-28,03,0.11896506153854979,2022-02-2803,0.038096311310003225
94,2022-02-28,04,0.10309222386115127,2022-02-2804,-0.015872837677398513
95,2022-02-28,05,-0.0710397421931609,2022-02-2805,-0.1741319660543122
96,2022-02-28,06,-0.041593749658204615,2022-02-2806,0.029445992534956292
97,2022-02-28,07,-0.003099999777231997,2022-02-2807,0.038493749880972615
98,2022-02-28,08,0.12283067414365663,2022-02-2808,0.12593067392088864
99,2022-02-28,09,0.0038938771958659294,2022-02-2809,-0.1189367969477907
100,2022-02-28,10,-0.07130607592137479,2022-02-2810,-0.07519995311724072
101,2022-02-28,11,-0.0242395860194746,2022-02-2811,0.047066489901900196
102,2022-02-28,12,0.1814613160940836,2022-02-2812,0.2057009021135582
103,2022-02-28,13,0.16685957271367946,2022-02-2813,-0.014601743380404153
104,2022-02-28,14,0.01542592305276129,2022-02-2814,-0.15143364966091816
105,2022-02-28,15,0.008786761941497816,2022-02-2815,-0.0066391611112634735
106,2022-02-28,16,-0.03908876831946748,2022-02-2816,-0.0478755302609653
107,2022-02-28,17,0.185055800579315,2022-02-2817,0.22414456889878248
108,2022-02-28,18,0.11335264935472308,2022-02-2818,-0.07170315122459192
109,2022-02-28,19,0.05391853403174476,2022-02-2819,-0.05943411532297833
110,2022-02-28,20,0.03881610787163178,2022-02-2820,-0.015102426160112974
111,2022-02-28,21,0.03902635217983593,2022-02-2821,0.00021024430820414802
112,2022-02-28,22,0.043060491551403644,2022-02-2822,0.004034139371567713
113,2022-02-28,23,0.11111927122236734,2022-02-2823,0.06805877967096369
114,2022-03-01,00,-0.03397883113174543,2022-03-0100,-0.14509810235411277
115,2022-03-01,01,0.07217586034073911,2022-03-0101,0.10615469147248455
116,2022-03-01,02,0.08806759119033813,2022-03-0102,0.015891730849599023
117,2022-03-01,03,-0.07636086723726729,2022-03-0103,-0.16442845842760542
118,2022-03-01,04,0.07602747848243203,2022-03-0104,0.15238834571969934
119,2022-03-01,05,-0.20721972584217585,2022-03-0105,-0.28324720432460787
120,2022-03-01,06,-0.12258039261488353,2022-03-0106,0.08463933322729232
121,2022-03-01,07,-0.03963207646782668,2022-03-0107,0.08294831614705685
122,2022-03-01,08,0.07361589122983005,2022-03-0108,0.11324796769765673
123,2022-03-01,09,-0.09708855170330019,2022-03-0109,-0.17070444293313025
124,2022-03-01,10,-0.1262538476775472,2022-03-0110,-0.029165295974246996
125,2022-03-01,11,0.04394285483729272,2022-03-0111,0.1701967025148399
126,2022-03-01,12,0.027355460465705694,2022-03-0112,-0.016587394371587023
127,2022-03-01,13,0.013937394793440656,2022-03-0113,-0.013418065672265039
128,2022-03-01,14,-0.025694303330362152,2022-03-0114,-0.03963169812380281
129,2022-03-01,15,0.008057415845894044,2022-03-0115,0.0337517191762562
130,2022-03-01,16,0.062350579190912636,2022-03-0116,0.05429316334501859
131,2022-03-01,17,0.004086059670556676,2022-03-0117,-0.05826451952035596
132,2022-03-01,18,0.010649599194526672,2022-03-0118,0.006563539523969996
133,2022-03-01,19,0.024655230170072512,2022-03-0119,0.01400563097554584
134,2022-03-01,20,0.08697930700306235,2022-03-0120,0.062324076832989836
135,2022-03-01,21,0.00987975260505647,2022-03-0121,-0.07709955439800588
136,2022-03-01,22,0.02717209243497183,2022-03-0122,0.017292339829915362
137,2022-03-01,23,0.1160527758507265,2022-03-0123,0.08888068341575467
138,2022-03-02,00,-0.030002721515642542,2022-03-0200,-0.14605549736636905
139,2022-03-02,01,0.0629387374061185,2022-03-0201,0.09294145892176103
140,2022-03-02,02,0.051018415639797844,2022-03-0202,-0.01192032176632065
141,2022-03-02,03,0.15339895753034702,2022-03-0203,0.10238054189054918
142,2022-03-02,04,0.10801874827593565,2022-03-0204,-0.04538020925441137
143,2022-03-02,05,0.23161931787927945,2022-03-0205,0.1236005696033438
144,2022-03-02,06,0.21604965669133805,2022-03-0206,-0.015569661187941397
145,2022-03-02,07,0.01621831869657751,2022-03-0207,-0.19983133799476055
146,2022-03-02,08,0.06811588918728544,2022-03-0208,0.05189757049070792
147,2022-03-02,09,0.08554013197620709,2022-03-0209,0.017424242788921657
148,2022-03-02,10,0.12196530297804041,2022-03-0210,0.03642517100183332
149,2022-03-02,11,0.10953942299462281,2022-03-0211,-0.012425879983417598
150,2022-03-02,12,0.07675512383381526,2022-03-0212,-0.03278429916080755
151,2022-03-02,13,0.23291991903692827,2022-03-0213,0.156164795203113
152,2022-03-02,14,0.1593323997820223,2022-03-0214,-0.07358751925490598
153,2022-03-02,15,0.06147795669253795,2022-03-0215,-0.09785444308948435
154,2022-03-02,16,0.11804366040922387,2022-03-0216,0.05656570371668592
155,2022-03-02,17,0.07031150007274299,2022-03-0217,-0.04773216033648088
156,2022-03-02,18,0.14235340587964113,2022-03-0218,0.07204190580689813
157,2022-03-02,19,0.070693987436959,2022-03-0219,-0.07165941844268213
158,2022-03-02,20,-0.0333236868395225,2022-03-0220,-0.1040176742764815
159,2022-03-02,21,0.08793812208083453,2022-03-0221,0.12126180892035703
160,2022-03-02,22,0.09456832420011485,2022-03-0222,0.0066302021192803234
161,2022-03-02,23,0.020330666303634642,2022-03-0223,-0.07423765789648021
162,2022-03-03,00,0.0256796058169321,2022-03-0300,0.005348939513297457
163,2022-03-03,01,0.0027592924909781566,2022-03-0301,-0.022920313325953942
164,2022-03-03,02,-0.16740459160900664,2022-03-0302,-0.17016388409998479
165,2022-03-03,03,-0.005268128691138802,2022-03-0303,0.16213646291786785
166,2022-03-03,04,0.0047439417491356535,2022-03-0304,0.010012070440274455
167,2022-03-03,05,-0.00996505038686169,2022-03-0305,-0.014708992135997342
168,2022-03-03,06,0.021485402445941076,2022-03-0306,0.03145045283280277
169,2022-03-03,07,0.04120647475766621,2022-03-0307,0.01972107231172513
170,2022-03-03,08,0.13275944487088256,2022-03-0308,0.09155297011321636
171,2022-03-03,09,0.041761361210691655,2022-03-0309,-0.09099808366019091
172,2022-03-03,10,-0.0012695909592143277,2022-03-0310,-0.04303095216990598
173,2022-03-03,11,0.07372426307376694,2022-03-0311,0.07499385403298127
174,2022-03-03,12,0.04483801580499858,2022-03-0312,-0.02888624726876836
175,2022-03-03,13,0.22488483027400563,2022-03-0313,0.18004681446900705
176,2022-03-03,14,0.11009374894201755,2022-03-0314,-0.11479108133198808
177,2022-03-03,15,0.1846952357935527,2022-03-0315,0.07460148685153516
178,2022-03-03,16,0.1009581944004434,2022-03-0316,-0.08373704139310931
179,2022-03-03,17,0.26480786992222305,2022-03-0317,0.16384967552177965
180,2022-03-03,18,0.11332660970548468,2022-03-0318,-0.15148126021673836
181,2022-03-03,19,0.13072129989252287,2022-03-0319,0.017394690187038195
182,2022-03-03,20,0.20382155578382716,2022-03-0320,0.07310025589130428
183,2022-03-03,21,0.15861207816824818,2022-03-0321,-0.045209477615578975
184,2022-03-03,22,0.2208112008189512,2022-03-0322,0.062199122650703015
185,2022-03-03,23,0.24946825807185277,2022-03-0323,0.028657057252901574
186,2022-03-04,00,0.21949222021632725,2022-03-0400,-0.029976037855525522
187,2022-03-04,01,0.10744701883453407,2022-03-0401,-0.11204520138179318
188,2022-03-04,02,0.09786850431068676,2022-03-0402,-0.009578514523847309
189,2022-03-04,03,0.22362890525255352,2022-03-0403,0.12576040094186675
190,2022-03-04,04,0.16340845051995465,2022-03-0404,-0.06022045473259888
191,2022-03-04,05,0.25914134995493676,2022-03-0405,0.09573289943498212
192,2022-03-04,06,0.23964999497813336,2022-03-0406,-0.019491354976803404
193,2022-03-04,07,0.21694836904143178,2022-03-0407,-0.02270162593670158
194,2022-03-04,08,0.23690880795669975,2022-03-0408,0.01996043891526797
195,2022-03-04,09,0.20050562200057936,2022-03-0409,-0.03640318595612038
196,2022-03-04,10,0.3043223850773489,2022-03-0410,0.10381676307676951
197,2022-03-04,11,0.3517311121736254,2022-03-0411,0.047408727096276526
198,2022-03-04,12,0.3003989666296068,2022-03-0412,-0.051332145544018604
199,2022-03-04,13,0.3076661963173201,2022-03-0413,0.007267229687713317
200,2022-03-04,14,0.30675523177911546,2022-03-0414,-0.0009109645382046616
201,2022-03-04,15,0.30088187337732025,2022-03-0415,-0.005873358401795203
202,2022-03-04,16,0.27445396817924955,2022-03-0416,-0.0264279051980707
203,2022-03-04,17,0.23140035673520334,2022-03-0417,-0.04305361144404621
204,2022-03-04,18,0.2667493029859745,2022-03-0418,0.035348946250771146
205,2022-03-04,19,0.22862693929919306,2022-03-0419,-0.03812236368678143
206,2022-03-04,20,0.31216415133819264,2022-03-0420,0.08353721203899958
207,2022-03-04,21,0.3744719674613214,2022-03-0421,0.062307816123128745
208,2022-03-04,22,0.3673831528206239,2022-03-0422,-0.007088814640697494
209,2022-03-04,23,0.3142224398008951,2022-03-0423,-0.0531607130197288
210,2022-03-05,00,0.30805211337152083,2022-03-0500,-0.006170326429374262
211,2022-03-05,01,0.3240574731623533,2022-03-0501,0.016005359790832452
212,2022-03-05,02,0.20987455718792403,2022-03-0502,-0.11418291597442926
213,2022-03-05,03,0.2949338030122535,2022-03-0503,0.0850592458243295
214,2022-03-05,04,0.12835208792239428,2022-03-0504,-0.16658171508985925
215,2022-03-05,05,0.06628522872360366,2022-03-0505,-0.06206685919879061
216,2022-03-05,06,0.14645485166323224,2022-03-0506,0.08016962293962858
217,2022-03-05,07,0.14480829770217568,2022-03-0507,-0.0016465539610565627
218,2022-03-05,08,0.261215196809222,2022-03-0508,0.11640689910704632
219,2022-03-05,09,0.3023477638390527,2022-03-0509,0.0411325670298307
220,2022-03-05,10,0.2496756673312459,2022-03-0510,-0.0526720965078068
221,2022-03-05,11,0.2490455986186862,2022-03-0511,-0.0006300687125597171
222,2022-03-05,12,0.23756222286158138,2022-03-0512,-0.011483375757104813
223,2022-03-05,13,0.15697288146672644,2022-03-0513,-0.08058934139485494
224,2022-03-05,14,0.31603103717949627,2022-03-0514,0.15905815571276982
225,2022-03-05,15,0.16027216100952527,2022-03-0515,-0.155758876169971
226,2022-03-05,16,0.07344172145487994,2022-03-0516,-0.08683043955464533
227,2022-03-05,17,0.24113835482507623,2022-03-0517,0.1676966333701963
228,2022-03-05,18,0.20480529386451635,2022-03-0518,-0.03633306096055988
229,2022-03-05,19,0.23367483960160243,2022-03-0519,0.028869545737086083
230,2022-03-05,20,0.3048020942065255,2022-03-0520,0.07112725460492306
231,2022-03-05,21,0.2774143306244361,2022-03-0521,-0.027387763582089386
232,2022-03-05,22,0.2768801802580577,2022-03-0522,-0.0005341503663783831
233,2022-03-05,23,0.24635242613336064,2022-03-0523,-0.030527754124697076
234,2022-03-06,00,0.18486386813035532,2022-03-0600,-0.06148855800300532
235,2022-03-06,01,0.12204202928620836,2022-03-0601,-0.06282183884414697
236,2022-03-06,02,0.17853215852104096,2022-03-0602,0.0564901292348326
237,2022-03-06,03,0.08622304482952409,2022-03-0603,-0.09230911369151687
238,2022-03-06,04,0.1881861548966322,2022-03-0604,0.10196311006710812
239,2022-03-06,05,0.1205398766952424,2022-03-0605,-0.06764627820138981
240,2022-03-06,06,0.23991578946772374,2022-03-0606,0.11937591277248134
241,2022-03-06,07,-0.06583006323309117,2022-03-0607,-0.3057458527008149
242,2022-03-06,08,-0.019402974872805533,2022-03-0608,0.04642708836028563
243,2022-03-06,09,-0.014397977418595493,2022-03-0609,0.00500499745421004
244,2022-03-06,10,0.05753636405323491,2022-03-0610,0.07193434147183041
245,2022-03-06,11,0.04124291072398918,2022-03-0611,-0.016293453329245727
246,2022-03-06,12,0.046046046869352805,2022-03-0612,0.004803136145363623
247,2022-03-06,13,0.0023023135856621796,2022-03-0613,-0.043743733283690626
248,2022-03-06,14,-0.06602236806218953,2022-03-0614,-0.06832468164785171
249,2022-03-06,15,-0.06596216854082529,2022-03-0615,6.019952136424034e-05
250,2022-03-06,16,-0.11672234507925781,2022-03-0616,-0.050760176538432525
251,2022-03-06,17,-0.14051227176751563,2022-03-0617,-0.023789926688257815
252,2022-03-06,18,-0.23191412919338428,2022-03-0618,-0.09140185742586865
253,2022-03-06,19,-0.08233153061221608,2022-03-0619,0.14958259858116818
254,2022-03-06,20,-0.0886736526380262,2022-03-0620,-0.0063421220258101235
255,2022-03-06,21,-0.1523910947241552,2022-03-0621,-0.063717442086129
256,2022-03-06,22,-0.20114821434429248,2022-03-0622,-0.04875711962013726
257,2022-03-06,23,-0.18475276438658905,2022-03-0623,0.016395449957703423
258,2022-03-07,00,-0.047851575806475526,2022-03-0700,0.13690118858011352
259,2022-03-07,01,0.012420704941129894,2022-03-0701,0.06027228074760542
260,2022-03-07,02,0.06797087125624847,2022-03-0702,0.055550166315118575
261,2022-03-07,03,0.2133705241001205,2022-03-0703,0.14539965284387202
262,2022-03-07,04,0.03481720654770385,2022-03-0704,-0.17855331755241666
263,2022-03-07,05,0.040977667528882766,2022-03-0705,0.0061604609811789154
264,2022-03-07,06,0.09915936147788759,2022-03-0706,0.058181693949004826
265,2022-03-07,07,0.006410046343636864,2022-03-0707,-0.09274931513425073
266,2022-03-07,08,0.07205741851615499,2022-03-0708,0.06564737217251813
267,2022-03-07,09,-0.0034268592937673026,2022-03-0709,-0.0754842778099223
268,2022-03-07,10,0.3195940775170844,2022-03-0710,0.3230209368108517
269,2022-03-07,11,0.29262165232686344,2022-03-0711,-0.026972425190220972
270,2022-03-07,12,0.18974092930762304,2022-03-0712,-0.1028807230192404
271,2022-03-07,13,0.13431570542252752,2022-03-0713,-0.05542522388509552
272,2022-03-07,14,0.025920420391724663,2022-03-0714,-0.10839528503080285
273,2022-03-07,15,0.10374654964008162,2022-03-0715,0.07782612924835695
274,2022-03-07,16,-0.0007194770336024125,2022-03-0716,-0.10446602667368403
275,2022-03-07,17,0.06780533899077039,2022-03-0717,0.0685248160243728
276,2022-03-07,18,0.17145180476901528,2022-03-0718,0.10364646577824489
277,2022-03-07,19,0.22049975519837195,2022-03-0719,0.04904795042935667
278,2022-03-07,20,0.12770880666731535,2022-03-0720,-0.0927909485310566
279,2022-03-07,21,0.2025836812702079,2022-03-0721,0.07487487460289255
280,2022-03-07,22,0.24431846584238137,2022-03-0722,0.04173478457217347
281,2022-03-07,23,0.19972879814522698,2022-03-0723,-0.04458966769715439
282,2022-03-08,00,0.2868000951082777,2022-03-0800,0.08707129696305071
283,2022-03-08,01,0.2778347910733964,2022-03-0801,-0.008965304034881272
284,2022-03-08,02,0.3127183930034282,2022-03-0802,0.03488360193003176
285,2022-03-08,03,0.27529179266489606,2022-03-0803,-0.03742660033853212
286,2022-03-08,04,0.27700728988924694,2022-03-0804,0.0017154972243508815
287,2022-03-08,05,0.2620086549771965,2022-03-0805,-0.014998634912050446
288,2022-03-08,06,0.24142789891821462,2022-03-0806,-0.02058075605898188
289,2022-03-08,07,0.04239893875825507,2022-03-0807,-0.19902896015995955
290,2022-03-08,08,-0.07969365257261363,2022-03-0808,-0.1220925913308687
291,2022-03-08,09,0.04681677817205679,2022-03-0809,0.12651043074467042
292,2022-03-08,10,0.061382289405990144,2022-03-0810,0.014565511233933355
293,2022-03-08,11,0.07320593293185486,2022-03-0811,0.011823643525864715
294,2022-03-08,12,0.08756900473806575,2022-03-0812,0.014363071806210895
295,2022-03-08,13,0.037538494125757965,2022-03-0813,-0.05003051061230779
296,2022-03-08,14,0.16429418270234708,2022-03-0814,0.12675568857658912
297,2022-03-08,15,0.15719092610650337,2022-03-0815,-0.00710325659584371
298,2022-03-08,16,0.1237803497456986,2022-03-0816,-0.03341057636080477
299,2022-03-08,17,0.16451402048806887,2022-03-0817,0.040733670742370276
300,2022-03-08,18,0.14131243506423322,2022-03-0818,-0.023201585423835658
301,2022-03-08,19,0.0858517762427852,2022-03-0819,-0.05546065882144802
302,2022-03-08,20,0.028349041060069934,2022-03-0820,-0.057502735182715266
303,2022-03-08,21,0.09575908321930074,2022-03-0821,0.0674100421592308
304,2022-03-08,22,0.0756317196487724,2022-03-0822,-0.020127363570528342
305,2022-03-08,23,0.1726491128527882,2022-03-0823,0.0970173932040158
306,2022-03-09,00,0.21111989914600857,2022-03-0900,0.03847078629322037
307,2022-03-09,01,0.28699678811458273,2022-03-0901,0.07587688896857417
308,2022-03-09,02,0.1771923070309928,2022-03-0902,-0.10980448108358992
309,2022-03-09,03,0.11185918619133989,2022-03-0903,-0.06533312083965293
310,2022-03-09,04,0.26909962077185795,2022-03-0904,0.15724043458051806
311,2022-03-09,05,0.14644781169719503,2022-03-0905,-0.12265180907466292
312,2022-03-09,06,0.08689091264298468,2022-03-0906,-0.059556899054210355
313,2022-03-09,07,0.0026794421976879005,2022-03-0907,-0.08421147044529678
314,2022-03-09,08,0.08692470725406619,2022-03-0908,0.08424526505637829
315,2022-03-09,09,0.015000363339440546,2022-03-0909,-0.07192434391462564
316,2022-03-09,10,0.062179130092959535,2022-03-0910,0.04717876675351899
317,2022-03-09,11,0.04823920367118528,2022-03-0911,-0.013939926421774253
318,2022-03-09,12,0.08658382646264691,2022-03-0912,0.03834462279146163
319,2022-03-09,13,0.158885015973023,2022-03-0913,0.0723011895103761
320,2022-03-09,14,0.015349223527201214,2022-03-0914,-0.1435357924458218
321,2022-03-09,15,0.1658985886209424,2022-03-0915,0.15054936509374117
322,2022-03-09,16,0.08743884581632501,2022-03-0916,-0.07845974280461739
323,2022-03-09,17,0.07554848683584067,2022-03-0917,-0.011890358980484336
324,2022-03-09,18,0.052224680208242856,2022-03-0918,-0.023323806627597816
325,2022-03-09,19,-0.07328128533586403,2022-03-0919,-0.1255059655441069
326,2022-03-09,20,-0.0032266838236089134,2022-03-0920,0.07005460151225512
327,2022-03-09,21,0.05463718530126858,2022-03-0921,0.05786386912487749
328,2022-03-09,22,-0.1959247174515818,2022-03-0922,-0.2505619027528504
329,2022-03-09,23,-0.18355430240865003,2022-03-0923,0.012370415042931765
330,2022-03-10,00,0.024216579555011376,2022-03-1000,0.20777088196366142
331,2022-03-10,01,0.040236628181192766,2022-03-1001,0.01602004862618139
332,2022-03-10,02,-0.056741026922678336,2022-03-1002,-0.0969776551038711
333,2022-03-10,03,-0.05006915266483517,2022-03-1003,0.006671874257843165
334,2022-03-10,04,-0.047185133756683754,2022-03-1004,0.0028840189081514173
335,2022-03-10,05,-0.11015527249011309,2022-03-1005,-0.06297013873342933
336,2022-03-10,06,-0.1876420172519909,2022-03-1006,-0.07748674476187781
337,2022-03-10,07,-0.25117418455003304,2022-03-1007,-0.06353216729804215
338,2022-03-10,08,-0.06990757416046801,2022-03-1008,0.18126661038956504
339,2022-03-10,09,0.061159185753489026,2022-03-1009,0.13106675991395705
340,2022-03-10,10,0.0909017257649323,2022-03-1010,0.029742540011443275
341,2022-03-10,11,0.07758442350855126,2022-03-1011,-0.013317302256381044
342,2022-03-10,12,0.10238594639341574,2022-03-1012,0.02480152288486448
343,2022-03-10,13,-0.05821810227208039,2022-03-1013,-0.16060404866549613
344,2022-03-10,14,0.11807047961706138,2022-03-1014,0.17628858188914176
345,2022-03-10,15,0.03085831103055175,2022-03-1015,-0.08721216858650963
346,2022-03-10,16,0.01984112019247355,2022-03-1016,-0.0110171908380782
347,2022-03-10,17,0.0463190785927796,2022-03-1017,0.02647795840030605
348,2022-03-10,18,0.12322027065061233,2022-03-1018,0.07690119205783273
349,2022-03-10,19,0.12522750785470452,2022-03-1019,0.0020072372040921826
350,2022-03-10,20,0.07677023950964212,2022-03-1020,-0.04845726834506239
351,2022-03-10,21,0.2617031309221472,2022-03-1021,0.18493289141250507
352,2022-03-10,22,0.17270501321148274,2022-03-1022,-0.08899811771066446
353,2022-03-10,23,0.22090986911447263,2022-03-1023,0.048204855902989896
354,2022-03-11,00,0.1362028015760061,2022-03-1100,-0.08470706753846655
355,2022-03-11,01,0.09717056813025021,2022-03-1101,-0.039032233445755876
356,2022-03-11,02,0.10936249820515513,2022-03-1102,0.01219193007490492
357,2022-03-11,03,0.138859193065557,2022-03-1103,0.029496694860401865
358,2022-03-11,04,0.08242960286473758,2022-03-1104,-0.05642959020081942
359,2022-03-11,05,0.1352771211147698,2022-03-1105,0.05284751825003223
360,2022-03-11,06,0.10981339504986859,2022-03-1106,-0.025463726064901215
361,2022-03-11,07,0.04043485374186049,2022-03-1107,-0.06937854130800811
362,2022-03-11,08,0.14040192817951705,2022-03-1108,0.09996707443765657
363,2022-03-11,09,0.09267798790444984,2022-03-1109,-0.04772394027506721
364,2022-03-11,10,0.06283496454410203,2022-03-1110,-0.029843023360347803
365,2022-03-11,11,0.030532564656535213,2022-03-1111,-0.03230239988756682
366,2022-03-11,12,0.12092005836214134,2022-03-1112,0.09038749370560613
367,2022-03-11,13,0.10679785028687515,2022-03-1113,-0.014122208075266193
368,2022-03-11,14,0.11172837758990559,2022-03-1114,0.004930527303030438
369,2022-03-11,15,0.003633442201784679,2022-03-1115,-0.10809493538812091
