Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1972","1972","1000 US$","350","I","Imputed value"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1973","1973","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1974","1974","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1975","1975","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1976","1976","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1977","1977","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1978","1978","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1979","1979","1000 US$","450","I","Imputed value"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1980","1980","1000 US$","730","I","Imputed value"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1981","1981","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1982","1982","1000 US$","600","I","Imputed value"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1983","1983","1000 US$","1100","I","Imputed value"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1984","1984","1000 US$","300","I","Imputed value"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1985","1985","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1986","1986","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1987","1987","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1988","1988","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1989","1989","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1990","1990","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1991","1991","1000 US$","69","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1992","1992","1000 US$","3000","I","Imputed value"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1993","1993","1000 US$","119","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1994","1994","1000 US$","98","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1995","1995","1000 US$","10","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1996","1996","1000 US$","12","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1997","1997","1000 US$","16","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1998","1998","1000 US$","16","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","1999","1999","1000 US$","0","I","Imputed value"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2000","2000","1000 US$","25","I","Imputed value"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2001","2001","1000 US$","90","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2002","2002","1000 US$","83","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2003","2003","1000 US$","73","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2004","2004","1000 US$","121","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2005","2005","1000 US$","102","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2006","2006","1000 US$","135","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2007","2007","1000 US$","468","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2008","2008","1000 US$","1028","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2009","2009","1000 US$","350","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2010","2010","1000 US$","606","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2011","2011","1000 US$","3995","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2012","2012","1000 US$","4992","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2013","2013","1000 US$","3890","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2014","2014","1000 US$","3482","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2015","2015","1000 US$","7835","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2016","2016","1000 US$","3427","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2017","2017","1000 US$","4040","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2018","2018","1000 US$","8379","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2019","2019","1000 US$","6654","A","Official figure"
"TCL","Crops and livestock products","100","Bulgaria","5922","Export Value","02211","Raw milk of cattle","2020","2020","1000 US$","7010","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","1992","1992","tonnes","1276","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","1993","1993","tonnes","910","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","1994","1994","tonnes","2168","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","1995","1995","tonnes","3832","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","1996","1996","tonnes","7914","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","1997","1997","tonnes","14834","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","1998","1998","tonnes","25276","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","1999","1999","tonnes","13851","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2000","2000","tonnes","10761","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2001","2001","tonnes","8859","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2002","2002","tonnes","10441","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2003","2003","tonnes","15224","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2004","2004","tonnes","17196","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2005","2005","tonnes","16773","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2006","2006","tonnes","15865","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2007","2007","tonnes","24009","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2008","2008","tonnes","22238","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2009","2009","tonnes","32354","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2010","2010","tonnes","22600","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2011","2011","tonnes","26097","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2012","2012","tonnes","23458","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2013","2013","tonnes","14794","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2014","2014","tonnes","10308","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2015","2015","tonnes","11978","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2016","2016","tonnes","17113","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2017","2017","tonnes","19349","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2018","2018","tonnes","22613","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2019","2019","tonnes","21992","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","02211","Raw milk of cattle","2020","2020","tonnes","25489","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","1992","1992","1000 US$","766","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","1993","1993","1000 US$","635","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","1994","1994","1000 US$","5010","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","1995","1995","1000 US$","2699","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","1996","1996","1000 US$","5223","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","1997","1997","1000 US$","9196","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","1998","1998","1000 US$","15831","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","1999","1999","1000 US$","7654","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2000","2000","1000 US$","4489","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2001","2001","1000 US$","3372","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2002","2002","1000 US$","4476","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2003","2003","1000 US$","7750","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2004","2004","1000 US$","9554","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2005","2005","1000 US$","9509","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2006","2006","1000 US$","8659","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2007","2007","1000 US$","14249","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2008","2008","1000 US$","17717","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2009","2009","1000 US$","20357","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2010","2010","1000 US$","15108","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2011","2011","1000 US$","20006","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2012","2012","1000 US$","18815","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2013","2013","1000 US$","12666","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2014","2014","1000 US$","8255","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2015","2015","1000 US$","7327","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2016","2016","1000 US$","9386","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2017","2017","1000 US$","11194","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2018","2018","1000 US$","14395","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2019","2019","1000 US$","13315","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02211","Raw milk of cattle","2020","2020","1000 US$","15783","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1961","1961","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1962","1962","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1963","1963","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1964","1964","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1965","1965","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1966","1966","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1967","1967","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1968","1968","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1969","1969","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1970","1970","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1971","1971","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1972","1972","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1973","1973","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1974","1974","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1975","1975","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1976","1976","tonnes","2","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1977","1977","tonnes","2","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1978","1978","tonnes","3","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1979","1979","tonnes","31","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1980","1980","tonnes","37","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1981","1981","tonnes","33","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1982","1982","tonnes","41","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1983","1983","tonnes","54","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1984","1984","tonnes","64","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1985","1985","tonnes","72","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1986","1986","tonnes","2","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1987","1987","tonnes","19","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1988","1988","tonnes","41","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1989","1989","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1990","1990","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1991","1991","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1992","1992","tonnes","15","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1993","1993","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1994","1994","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1995","1995","tonnes","107","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1996","1996","tonnes","157","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1997","1997","tonnes","97","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1998","1998","tonnes","129","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","1999","1999","tonnes","82","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2000","2000","tonnes","11","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2001","2001","tonnes","18","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2002","2002","tonnes","2","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2003","2003","tonnes","9","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2004","2004","tonnes","0","T","Unofficial figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2005","2005","tonnes","0","E","Estimated value"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2006","2006","tonnes","4","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2007","2007","tonnes","0","T","Unofficial figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2008","2008","tonnes","189","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2009","2009","tonnes","3","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2010","2010","tonnes","0","T","Unofficial figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2011","2011","tonnes","1","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2012","2012","tonnes","166","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2013","2013","tonnes","18","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","02211","Raw milk of cattle","2014","2014","tonnes","1","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1961","1961","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1962","1962","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1963","1963","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1964","1964","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1965","1965","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1966","1966","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1967","1967","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1968","1968","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1969","1969","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1970","1970","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1971","1971","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1972","1972","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1973","1973","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1974","1974","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1975","1975","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1976","1976","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1977","1977","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1978","1978","1000 US$","4","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1979","1979","1000 US$","40","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1980","1980","1000 US$","51","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1981","1981","1000 US$","38","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1982","1982","1000 US$","60","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1983","1983","1000 US$","90","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1984","1984","1000 US$","80","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1985","1985","1000 US$","101","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1986","1986","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1987","1987","1000 US$","21","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1988","1988","1000 US$","22","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1989","1989","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1990","1990","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1991","1991","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1992","1992","1000 US$","3","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1993","1993","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1994","1994","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1995","1995","1000 US$","60","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1996","1996","1000 US$","140","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1997","1997","1000 US$","69","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1998","1998","1000 US$","96","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","1999","1999","1000 US$","63","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2000","2000","1000 US$","24","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2001","2001","1000 US$","19","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2002","2002","1000 US$","5","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2003","2003","1000 US$","12","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2004","2004","1000 US$","0","T","Unofficial figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2005","2005","1000 US$","0","E","Estimated value"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2006","2006","1000 US$","4","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2007","2007","1000 US$","0","T","Unofficial figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2008","2008","1000 US$","132","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2009","2009","1000 US$","5","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","02211","Raw milk of cattle","2010","2010","1000 US$","0","T","Unofficial figure"
