Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1975","1975","tonnes","411","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1976","1976","tonnes","552","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1977","1977","tonnes","722","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1978","1978","tonnes","1220","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1979","1979","tonnes","4418","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1980","1980","tonnes","12621","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1981","1981","tonnes","25333","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1982","1982","tonnes","16021","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1983","1983","tonnes","5468","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1984","1984","tonnes","2537","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1985","1985","tonnes","2402","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1986","1986","tonnes","1781","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1987","1987","tonnes","793","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1988","1988","tonnes","1611","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1989","1989","tonnes","1436","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1990","1990","tonnes","1726","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1991","1991","tonnes","6056","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1992","1992","tonnes","2284","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1993","1993","tonnes","7133","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1994","1994","tonnes","3852","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1995","1995","tonnes","4251","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1996","1996","tonnes","8905","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1997","1997","tonnes","2162","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1998","1998","tonnes","10886","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","1999","1999","tonnes","15136","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2000","2000","tonnes","11797","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2001","2001","tonnes","2026","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2002","2002","tonnes","3832","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2003","2003","tonnes","4979","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2004","2004","tonnes","5253","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2005","2005","tonnes","7175","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2006","2006","tonnes","6649","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2007","2007","tonnes","19482","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2008","2008","tonnes","6797","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2009","2009","tonnes","10855","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2010","2010","tonnes","12299","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2011","2011","tonnes","9541","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2012","2012","tonnes","12554","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2013","2013","tonnes","20658","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2014","2014","tonnes","26113","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2015","2015","tonnes","35903","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2016","2016","tonnes","50312","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2017","2017","tonnes","66382","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2018","2018","tonnes","46764","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2019","2019","tonnes","40307","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5910","Export Quantity","02211","Raw milk of cattle","2020","2020","tonnes","42374","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1961","1961","1000 US$","51","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1962","1962","1000 US$","48","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1963","1963","1000 US$","63","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1964","1964","1000 US$","64","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1965","1965","1000 US$","39","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1966","1966","1000 US$","22","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1967","1967","1000 US$","24","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1968","1968","1000 US$","40","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1969","1969","1000 US$","36","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1970","1970","1000 US$","53","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1971","1971","1000 US$","71","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1972","1972","1000 US$","48","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1973","1973","1000 US$","70","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1974","1974","1000 US$","213","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1975","1975","1000 US$","130","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1976","1976","1000 US$","158","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1977","1977","1000 US$","256","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1978","1978","1000 US$","483","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1979","1979","1000 US$","1614","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1980","1980","1000 US$","4862","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1981","1981","1000 US$","8459","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1982","1982","1000 US$","5613","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1983","1983","1000 US$","1847","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1984","1984","1000 US$","1156","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1985","1985","1000 US$","1019","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1986","1986","1000 US$","748","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1987","1987","1000 US$","380","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1988","1988","1000 US$","857","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1989","1989","1000 US$","692","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1990","1990","1000 US$","915","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1991","1991","1000 US$","3255","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1992","1992","1000 US$","1206","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1993","1993","1000 US$","3519","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1994","1994","1000 US$","1855","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1995","1995","1000 US$","2281","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1996","1996","1000 US$","5828","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1997","1997","1000 US$","1484","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1998","1998","1000 US$","5180","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","1999","1999","1000 US$","7219","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2000","2000","1000 US$","6804","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2001","2001","1000 US$","994","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2002","2002","1000 US$","1835","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2003","2003","1000 US$","2818","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2004","2004","1000 US$","4063","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2005","2005","1000 US$","5039","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2006","2006","1000 US$","4506","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2007","2007","1000 US$","13458","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2008","2008","1000 US$","7519","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2009","2009","1000 US$","10958","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2010","2010","1000 US$","9462","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2011","2011","1000 US$","8425","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2012","2012","1000 US$","11915","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2013","2013","1000 US$","20278","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2014","2014","1000 US$","25966","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2015","2015","1000 US$","28988","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2016","2016","1000 US$","34920","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2017","2017","1000 US$","46269","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2018","2018","1000 US$","35686","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2019","2019","1000 US$","28495","A","Official figure"
"TCL","Crops and livestock products","380","Italy","5922","Export Value","02211","Raw milk of cattle","2020","2020","1000 US$","30651","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","1992","1992","tonnes","1004","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","1993","1993","tonnes","635","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","1994","1994","tonnes","136","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","1995","1995","tonnes","6769","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","1996","1996","tonnes","5532","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","1997","1997","tonnes","11158","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","1998","1998","tonnes","8814","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","1999","1999","tonnes","178","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2000","2000","tonnes","3448","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2001","2001","tonnes","993","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2002","2002","tonnes","86","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2003","2003","tonnes","1966","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2004","2004","tonnes","9833","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2005","2005","tonnes","36523","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2006","2006","tonnes","111853","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2007","2007","tonnes","129136","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2008","2008","tonnes","177883","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2009","2009","tonnes","168641","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2010","2010","tonnes","167675","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2011","2011","tonnes","213738","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2012","2012","tonnes","253677","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2013","2013","tonnes","244801","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2014","2014","tonnes","277937","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2015","2015","tonnes","265506","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2016","2016","tonnes","263122","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2017","2017","tonnes","298623","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2018","2018","tonnes","333085","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2019","2019","tonnes","333051","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5910","Export Quantity","02211","Raw milk of cattle","2020","2020","tonnes","343025","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","1992","1992","1000 US$","242","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","1993","1993","1000 US$","504","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","1994","1994","1000 US$","84","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","1995","1995","1000 US$","1168","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","1996","1996","1000 US$","1066","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","1997","1997","1000 US$","1990","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","1998","1998","1000 US$","2556","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","1999","1999","1000 US$","65","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2000","2000","1000 US$","1074","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2001","2001","1000 US$","359","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2002","2002","1000 US$","66","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2003","2003","1000 US$","863","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2004","2004","1000 US$","3134","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2005","2005","1000 US$","11848","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2006","2006","1000 US$","37920","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2007","2007","1000 US$","53793","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2008","2008","1000 US$","77907","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2009","2009","1000 US$","47629","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2010","2010","1000 US$","63006","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2011","2011","1000 US$","99555","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2012","2012","1000 US$","97980","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2013","2013","1000 US$","110529","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2014","2014","1000 US$","113774","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2015","2015","1000 US$","68952","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2016","2016","1000 US$","67488","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2017","2017","1000 US$","109054","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2018","2018","1000 US$","117957","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2019","2019","1000 US$","114333","A","Official figure"
"TCL","Crops and livestock products","428","Latvia","5922","Export Value","02211","Raw milk of cattle","2020","2020","1000 US$","118643","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","1992","1992","tonnes","","O","Missing value"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","1993","1993","tonnes","","O","Missing value"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","1994","1994","tonnes","491","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","1995","1995","tonnes","2549","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","1996","1996","tonnes","5515","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","1997","1997","tonnes","6011","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","1998","1998","tonnes","9492","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","1999","1999","tonnes","863","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2000","2000","tonnes","3898","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2001","2001","tonnes","1264","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2002","2002","tonnes","1470","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2003","2003","tonnes","1765","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2004","2004","tonnes","2048","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2005","2005","tonnes","742","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2006","2006","tonnes","7229","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2007","2007","tonnes","7751","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2008","2008","tonnes","9844","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2009","2009","tonnes","16607","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2010","2010","tonnes","29539","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2011","2011","tonnes","77256","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2012","2012","tonnes","95418","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2013","2013","tonnes","111003","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2014","2014","tonnes","176363","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2015","2015","tonnes","121751","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2016","2016","tonnes","112975","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2017","2017","tonnes","86818","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2018","2018","tonnes","104565","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2019","2019","tonnes","104210","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5910","Export Quantity","02211","Raw milk of cattle","2020","2020","tonnes","101652","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","1992","1992","1000 US$","","O","Missing value"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","1993","1993","1000 US$","","O","Missing value"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","1994","1994","1000 US$","127","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","1995","1995","1000 US$","886","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","1996","1996","1000 US$","2204","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","1997","1997","1000 US$","2232","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","1998","1998","1000 US$","2952","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","1999","1999","1000 US$","210","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2000","2000","1000 US$","901","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2001","2001","1000 US$","284","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2002","2002","1000 US$","361","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2003","2003","1000 US$","520","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2004","2004","1000 US$","684","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2005","2005","1000 US$","310","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2006","2006","1000 US$","2652","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2007","2007","1000 US$","3573","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2008","2008","1000 US$","4467","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2009","2009","1000 US$","6776","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2010","2010","1000 US$","13203","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2011","2011","1000 US$","38161","A","Official figure"
"TCL","Crops and livestock products","440","Lithuania","5922","Export Value","02211","Raw milk of cattle","2012","2012","1000 US$","48731","A","Official figure"
