Area,Year,Head,Tonne,Land under temp. meadows and pastures,Land under perm. meadows and pastures,Value,Export Value,Export Quantity,Temperature_C,Rainfall_mm/yr,Manure_kg,Nutrient nitrogen N (total),Nutrient phosphate P2O5 (total),Nutrient potash K2O (total)
Romania,1998,1680000.0,4511924.0,0.0,4904.0,188.2,9.0,1.0,9.39,721.07,21247380.0,268000.0,80000.0,12000.0
Romania,1999,1647000.0,4360295.0,0.0,4936.0,129.5,20.0,32.0,10.12,725.58,20830020.75,182000.0,46000.0,9000.0
Romania,2000,1692000.0,4301259.0,0.0,4949.0,127.0,16.0,24.0,10.53,446.36,21399147.0,239279.0,56000.0,9000.0
Romania,2001,1692000.0,4457353.0,976.0,4936.0,139.6,24.0,18.0,9.89,696.85,21399147.0,268469.0,86492.0,14456.0
Romania,2002,1684200.0,4637438.0,1156.0,4959.0,145.0,9.0,7.0,10.46,610.16,21300498.45,239071.0,72996.0,14056.0
Romania,2003,1694575.0,4852149.0,1224.0,4958.0,176.1,14.0,9.0,9.49,531.32,21431713.66875,252139.0,95070.0,15051.0
Romania,2004,1622000.0,5053100.0,558.0,4786.0,340.3,73.0,58.0,9.72,727.55,20513839.5,270131.0,94073.0,15800.0
Romania,2005,1592000.0,5007800.0,820.0,4685.0,398.1,830.0,890.0,9.4,795.5,20134422.0,299195.0,138137.0,24060.0
Romania,2006,1658000.0,5313358.0,859.0,4631.0,434.3,396.0,424.0,9.64,667.42,20969140.5,252201.0,93846.0,16837.0
Romania,2007,1669000.0,5028254.0,768.0,4494.0,533.2,601.0,543.0,11.03,702.7,21108260.25,265487.0,103324.0,18405.0
Romania,2008,1596000.0,4883436.0,829.0,4450.0,631.2,607.0,617.0,10.73,628.0,20185011.0,279886.0,102418.0,15681.0
Romania,2009,1506000.0,4682071.0,826.0,4372.0,632.9,321.0,380.0,10.78,644.73,19046758.5,296055.0,100546.0,29606.0
Romania,2010,1441398.0,3964882.0,851.0,4547.0,619.9,660.0,1092.0,10.17,831.02,18229720.8555,305757.0,123331.0,51500.0
Romania,2011,1198800.0,4093735.0,877.0,4543.0,695.4,2521.0,4456.0,9.88,478.42,15161523.3,313333.0,126249.0,47362.0
Romania,2012,1170000.0,3900610.0,873.0,4489.0,654.5,5659.0,7539.0,10.57,603.7,14797282.5,289963.0,113035.0,34974.0
Romania,2013,1162700.0,3981053.0,859.0,4717.0,634.0,15981.0,21467.0,10.68,661.74,14704957.575,344468.0,113823.0,33540.0
Romania,2014,1168859.0,4129838.0,858.0,4627.0,624.0,23618.0,35007.0,11.05,769.08,14782851.98775,303562.0,118574.0,30103.0
Romania,2015,1188203.0,4005994.0,853.0,4655.0,511.8,18449.0,32379.0,11.09,611.81,15027500.39175,357352.0,132657.0,42693.0
Romania,2016,1190758.0,3954331.0,864.0,4521.0,502.6,22800.0,43263.0,10.62,732.64,15059814.1155,344311.0,126189.0,43626.0
Romania,2017,1192543.0,3814132.0,875.0,4420.0,525.6,25906.0,41292.0,10.66,649.58,15082389.45675,381342.0,144869.0,55259.0
Romania,2018,1158200.0,3797600.0,907.0,4288.0,479.5,32403.0,48293.0,11.21,642.89,14648044.95,468639.0,188411.0,65635.0
Romania,2019,1138800.0,3663200.0,901.0,4448.0,474.3,32146.0,48034.0,11.7,555.48,14402688.3,455964.0,201329.0,92258.0
Romania,2020,1139800.0,3679600.0,887.0,4260.0,499.5,25315.0,36539.0,11.3,628.35,14415335.55,468891.0,187577.0,81985.0
Slovakia,1993,429171.0,1250000.0,0.0,835.0,204.1,2274.0,7917.0,8.08,623.24,5427832.92975,64883.0,16472.0,15000.0
Slovakia,1994,385949.0,1190500.0,0.0,835.0,210.4,1892.0,7602.0,9.31,740.3,4881193.49025,68656.0,16600.0,13800.0
Slovakia,1995,359348.0,1187100.0,0.0,840.0,226.6,1728.0,5479.0,8.19,785.85,4544763.993,72029.0,16800.0,18700.0
Slovakia,1996,355199.0,1125300.0,0.0,842.0,218.5,1810.0,5253.0,6.99,797.44,4492290.55275,77644.0,20900.0,20200.0
Slovakia,1997,335381.0,1116100.0,0.0,846.0,216.2,696.0,2106.0,7.79,719.51,4241647.35225,72500.0,17800.0,17100.0
Slovakia,1998,299614.0,1175951.0,0.0,848.0,220.1,971.0,3115.0,8.35,807.56,3789293.1615,82814.0,20500.0,17100.0
Slovakia,1999,283895.0,1162630.0,0.0,856.0,187.9,2884.0,11111.0,8.65,842.31,3590491.03875,65357.0,13114.0,10576.0
Slovakia,2000,250974.0,1067000.0,0.0,865.0,182.9,3933.0,16741.0,9.46,694.97,3174130.9215,82100.0,19226.0,16800.0
Slovakia,2001,242496.0,1147200.0,40.8,784.0,180.3,4068.0,15662.0,8.35,805.91,3066907.536,81345.0,19227.0,16763.0
Slovakia,2002,230379.0,1197800.0,33.8,799.0,199.4,8022.0,28575.0,9.12,794.47,2913660.80775,81300.0,17747.0,18133.0
Slovakia,2003,230182.0,1142300.0,38.1,795.0,246.0,11466.0,33957.0,8.51,587.53,2911169.2995,79911.0,16229.0,15414.0
Slovakia,2004,214467.0,1078600.0,21.6,514.0,285.2,28851.0,69002.0,8.26,795.9,2712417.76575,81317.0,18053.0,17178.0
Slovakia,2005,201725.0,1100000.0,29.0,524.0,303.5,38176.0,92982.0,7.95,830.39,2551266.50625,78681.0,16850.0,16450.0
Slovakia,2006,198580.0,1091737.0,42.0,536.0,316.3,38246.0,93626.0,8.42,704.88,2511490.905,88935.0,20055.0,17485.0
Slovakia,2007,184950.0,1074655.0,49.0,528.0,386.2,62169.0,107255.0,9.44,784.66,2339108.8875,87737.0,18396.0,17729.0
Slovakia,2008,180207.0,1057250.0,53.0,532.0,475.0,124832.0,159714.0,9.45,754.94,2279122.98075,77058.0,14732.0,11976.0
Slovakia,2009,173854.0,957327.0,61.0,524.0,274.8,59822.0,150258.0,9.12,839.54,2198775.0015,86873.0,13153.0,8198.0
Slovakia,2010,162504.0,917977.0,69.1,527.3,291.7,93018.0,135075.0,8.1,1108.74,2055228.714,92969.0,15136.0,10304.0
Slovakia,2011,159260.0,928315.0,78.9,518.2,386.4,121862.0,173571.0,8.84,606.58,2014201.035,101004.0,19167.0,13297.0
Slovakia,2012,154105.0,928315.0,73.8,514.9,358.2,91195.0,179382.0,9.01,661.49,1949004.46125,113581.0,20519.0,14764.0
Slovakia,2013,150272.0,959418.0,72.6,511.0,379.1,133775.0,222835.0,8.94,780.59,1900527.552,113581.0,20519.0,14764.0
Slovakia,2014,144875.0,933887.0,72.8,511.4,395.0,119758.0,204094.0,10.07,849.39,1832270.34375,119036.0,22716.0,16566.0
Slovakia,2015,143083.0,948711.0,63.0,520.6,299.5,88772.0,223302.0,9.82,675.05,1809606.47175,114773.0,21588.0,16177.0
Slovakia,2016,139229.0,957422.0,60.0,521.0,263.0,71289.0,179210.0,9.2,901.74,1760863.97025,126236.0,24297.0,18869.0
Slovakia,2017,132610.0,933298.0,59.0,518.0,306.7,87194.0,172986.0,9.08,797.31,1677151.8225,122541.15,23207.62,17676.69
Slovakia,2018,127870.0,904620.0,56.0,524.0,346.3,77099.0,141840.0,10.05,706.6,1617203.8575,128976.88,25671.76,19649.86
Slovakia,2019,125850.0,904260.0,53.0,518.0,331.7,64509.0,137501.0,10.14,769.31,1591656.4125,128532.97,26090.97,19638.25
Slovakia,2020,122050.0,917690.0,54.0,519.0,338.7,60385.0,130043.0,9.63,844.38,1543596.8625,127676.52,27411.93,19637.66
Slovenia,1992,220023.0,580218.0,0.0,328.0,250.4,21160.0,62960.0,9.76,1388.34,4625763.552,127676.52,27411.93,19637.66
Slovenia,1993,210609.0,549020.0,0.0,325.0,237.4,11334.0,35373.0,9.2,1304.13,4427843.616,127676.52,27411.93,19637.66
Slovenia,1994,213703.0,575919.0,0.0,319.0,273.1,16874.0,54789.0,10.46,1348.46,4492891.872,44665.0,18000.0,22200.0
Slovenia,1995,215161.0,607685.0,0.0,309.0,322.3,21898.0,61944.0,9.17,1501.47,4523544.864,35000.0,17000.0,21700.0
Slovenia,1996,212293.0,592797.0,0.0,301.0,301.4,21252.0,54967.0,8.45,1554.49,4463248.032,24200.0,17500.0,21600.0
Slovenia,1997,192141.0,586735.0,0.0,290.0,292.3,18091.0,48968.0,9.44,1245.37,4039572.384,34102.0,17534.0,22343.0
Slovenia,1998,202300.0,599279.0,0.0,287.0,318.2,18164.0,51054.0,9.56,1457.5,4253155.2,34813.0,18785.0,22992.0
Slovenia,1999,140000.0,633832.0,0.0,298.0,300.1,9400.0,31000.0,9.59,1449.95,2943360.0,34392.0,19751.0,24451.0
Slovenia,2000,140236.0,648628.0,0.0,314.0,259.5,3933.0,16741.0,10.4,1387.37,2948321.664,34848.0,18375.0,22329.0
Slovenia,2001,140236.0,652835.0,22.0,307.0,259.4,16978.0,57371.0,9.58,1223.98,2948321.664,34770.0,16685.0,21012.0
Slovenia,2002,135805.0,727639.0,22.0,307.0,265.0,14507.0,46646.0,10.19,1423.15,2855164.32,33001.0,14949.0,19834.0
Slovenia,2003,139980.0,661651.0,16.0,308.0,310.0,10514.0,30108.0,9.86,1046.42,2942939.52,34035.0,15029.0,20186.0
Slovenia,2004,130711.0,650400.0,21.0,287.0,330.5,18634.0,49584.0,9.15,1516.46,2748068.064,29974.0,14292.0,18865.0
Slovenia,2005,134009.0,659031.0,20.0,305.0,327.5,38299.0,97428.0,8.78,1396.25,2817405.216,28864.0,13152.0,15985.0
Slovenia,2006,120273.0,659031.0,22.0,285.0,334.5,76006.0,183778.0,9.67,1195.38,2528619.552,29947.0,12987.0,14383.0
Slovenia,2007,112510.0,642262.0,22.0,297.0,380.9,103075.0,208610.0,10.3,1293.64,2365410.24,29220.0,12664.0,14908.0
Slovenia,2008,116391.0,666472.0,23.1,385.08,480.3,129000.0,217620.0,10.15,1431.38,2447004.384,24883.0,11887.0,14556.0
Slovenia,2009,113400.0,653682.0,23.2,389.97,361.1,92569.0,220763.0,10.05,1504.02,2384121.6,27068.0,7354.0,8662.0
Slovenia,2010,113103.0,625521.0,23.2,387.55,351.5,111733.0,244259.0,9.12,1586.25,2377877.472,27328.0,9801.0,12077.0
Slovenia,2011,109467.0,601591.0,23.2,383.72,407.7,130789.0,244076.0,10.3,1048.25,2301434.208,26999.0,9111.0,11177.0
Slovenia,2012,109068.0,620943.0,23.1,376.12,385.8,128036.0,266254.0,10.23,1372.4,2293045.632,26300.0,8891.0,10804.0
Slovenia,2013,111022.0,595496.0,23.3,372.94,426.8,147616.0,269463.0,9.88,1591.09,2334126.528,27263.0,8900.0,10840.0
Slovenia,2014,109571.0,616581.0,23.1,377.73,457.2,149142.0,271286.0,10.72,1780.04,2303620.704,28612.0,9141.0,10664.0
Slovenia,2015,107841.0,630583.0,23.2,379.15,313.3,119211.0,303863.0,10.57,1434.19,2267249.184,28319.0,9435.0,11524.0
Slovenia,2016,112838.0,649675.0,23.2,379.77,276.5,109746.0,317779.0,10.14,1698.73,2372306.112,27097.0,9161.0,11356.0
Slovenia,2017,107841.0,647986.0,23.1,377.01,339.5,131081.0,304714.0,10.12,1545.1,2267249.184,27083.91,9132.72,11062.93
Slovenia,2018,102710.0,628930.0,22.9,376.26,344.0,138794.0,311489.0,10.98,1415.59,2159375.04,27293.0,9132.0,11157.0
Slovenia,2019,100840.0,623020.0,22.8,377.82,359.6,126033.0,287024.0,10.88,1618.71,2120060.16,28047.0,8104.0,10143.0
Slovenia,2020,99210.0,630650.0,22.8,376.54,352.6,130978.0,302200.0,10.55,1588.68,2085791.04,27992.0,8402.0,9917.0
Spain,1991,1566000.0,6673700.0,0.0,10282.0,336.7,1076.0,2501.0,13.37,566.39,32923584.0,998705.0,501655.0,381382.0
Spain,1992,1454000.0,6183900.0,0.0,10332.0,342.1,1127.0,2022.0,13.34,568.24,30568896.0,817621.0,423177.0,334000.0
Spain,1993,1379000.0,6159200.0,0.0,10376.0,299.9,6901.0,15367.0,12.93,607.67,28992096.0,929300.0,496390.0,392000.0
Spain,1994,1338000.0,6030300.0,0.0,10687.0,321.5,21037.0,46237.0,13.98,521.81,28130112.0,982500.0,520900.0,424000.0
Spain,1995,1292000.0,6203500.0,0.0,10966.0,353.1,35133.0,67589.0,14.3,547.02,27163008.0,912800.0,509900.0,446000.0
Spain,1996,1290000.0,6133400.0,0.0,10995.0,349.9,30330.0,62073.0,13.49,852.63,27120960.0,1153100.0,581000.0,458000.0
Spain,1997,1260510.0,5837242.0,0.0,11000.0,307.5,37067.0,91503.0,14.38,817.73,26500962.24,1041900.0,589000.0,477000.0
Spain,1998,1280000.0,6104000.0,0.0,11442.0,316.0,46014.0,106732.0,13.9,509.53,26910720.0,1199000.0,655000.0,513000.0
Spain,1999,1207000.0,6300000.0,0.0,11450.0,293.6,55159.0,127105.0,13.8,603.06,25375968.0,1181000.0,642963.0,496000.0
Spain,2000,1141000.0,6106628.0,0.0,11462.0,252.3,61407.0,158316.0,13.85,663.27,23988384.0,1113700.0,568100.0,467600.0
Spain,2001,1181986.0,6330410.0,1035.2,11476.0,274.5,63705.0,141196.0,13.94,614.29,24850073.664,1110700.0,603800.0,481300.0
Spain,2002,1154000.0,6417900.0,1022.1,11533.0,269.2,58576.0,147034.0,13.91,715.4,24261696.0,1026546.0,605224.0,491138.0
Spain,2003,1117670.0,6443300.0,1089.0,11172.0,323.9,73743.0,156750.0,14.31,730.99,23497894.08,1198606.0,614385.0,468511.0
Spain,2004,1056920.0,6384100.0,1049.0,11114.0,382.4,72084.0,128044.0,13.83,599.73,22220686.08,1072948.0,588850.0,492571.0
Spain,2005,1012000.0,6370200.0,1068.0,11320.0,376.8,49564.0,83276.0,13.68,468.28,21276288.0,923764.0,513454.0,398230.0
Spain,2006,942345.0,6191700.0,1093.0,11035.0,371.6,54657.0,96966.0,14.42,649.59,19811861.28,969783.0,452461.0,388187.0
Spain,2007,967449.0,6143100.0,1032.0,10608.0,483.8,81067.0,114860.0,13.72,588.88,20339647.776,985857.0,554382.0,444853.0
Spain,2008,903287.0,6339900.0,962.0,10870.0,555.7,127854.0,164010.0,13.66,689.68,18990705.888,739757.0,271578.0,319194.0
Spain,2009,888300.0,6251400.0,999.0,10754.0,405.0,59108.0,79776.0,14.33,619.67,18675619.2,781069.0,264211.0,166016.0
Spain,2010,828300.0,6357140.0,1041.0,10324.0,391.6,57466.0,84580.0,13.62,829.65,17414179.2,941100.0,336700.0,359300.0
Spain,2011,797900.0,6522000.0,1079.0,10022.0,429.2,73557.0,94311.0,14.43,545.81,16775049.6,846700.0,362700.0,314600.0
Spain,2012,827200.0,6508700.0,1120.0,9403.0,390.6,105492.0,151394.0,13.93,535.49,17391052.8,843410.0,376590.0,320841.0
Spain,2013,856800.0,6559175.0,1134.0,9600.2,449.1,100201.0,106508.0,13.77,699.14,18013363.2,961507.0,432904.0,354738.0
Spain,2014,844800.0,6786000.0,1148.0,9390.0,472.0,116213.0,116094.0,14.57,650.58,17761075.2,1101895.0,398580.0,357875.0
Spain,2015,844114.0,6825000.0,1114.46,9388.61,337.8,84824.0,106329.0,14.52,498.11,17746652.736,1068103.0,411763.0,380303.0
Spain,2016,818671.0,7097328.0,1130.81,9232.69,331.7,80133.0,96271.0,14.36,658.8,17211739.104,982155.0,414974.0,379007.0
Spain,2017,726131.0,7018786.0,1184.9,9310.363,360.1,100462.0,91938.0,14.62,479.59,15266178.144,1079321.0,436452.0,389629.0
Spain,2018,816690.0,7335620.0,1090.0,9412.96,366.2,104351.0,109835.0,14.23,794.36,17170090.56,1033494.0,425960.0,414675.0
Spain,2019,812870.0,7460360.0,1173.966,9446.884,350.6,96848.0,114600.0,14.42,580.81,17089778.88,1011251.0,479845.94,369058.0
Spain,2020,810740.0,7606070.0,1173.966,9496.243,365.6,96407.0,116300.0,14.65,628.35,17044997.76,1059299.0,486673.0,399489.0
Sweden,1991,528200.0,3200000.0,0.0,568.0,487.6,67.0,76.0,2.97,598.47,11104876.8,185000.0,46092.0,61000.0
Sweden,1992,525351.0,3133000.0,0.0,576.0,518.9,19.0,6.0,3.37,668.85,11044979.424,206802.0,46399.0,61000.0
Sweden,1993,524500.0,3352000.0,0.0,576.0,393.8,35.0,63.0,2.42,665.15,11027088.0,226250.0,50000.0,53000.0
Sweden,1994,509400.0,3421000.0,0.0,576.0,398.1,71.0,94.0,2.44,575.82,10709625.6,215999.0,54000.0,53000.0
Sweden,1995,482100.0,3304000.0,0.0,500.0,434.3,31.0,61.0,2.57,630.91,10135670.4,193067.0,49000.0,52000.0
Sweden,1996,466300.0,3258000.0,0.0,485.0,465.1,43.0,102.0,1.9,570.24,9803491.2,207764.0,49945.0,52848.0
Sweden,1997,468000.0,3276000.0,0.0,460.0,400.9,103.0,150.0,3.2,587.91,9839232.0,206997.0,49000.0,54000.0
Sweden,1998,449000.0,3277000.0,0.0,447.0,382.4,312.0,385.0,2.36,773.68,9439776.0,196000.0,47000.0,51024.0
Sweden,1999,448520.0,3299000.0,0.0,447.0,365.6,1023.0,3074.0,3.04,688.34,9429684.48,197000.0,43000.0,50028.0
Sweden,2000,427620.0,3348000.0,0.0,371.9,334.3,2766.0,9946.0,3.91,820.68,8990282.88,196716.0,39042.0,46724.0
Sweden,2001,418471.0,3339000.0,929.6,371.9,291.5,3784.0,21565.0,2.65,714.02,8797934.304,187029.0,37000.0,41663.0
Sweden,2002,417082.0,3274000.0,934.5,482.3,315.5,3259.0,10701.0,3.19,592.97,8768731.968,184800.0,38300.0,44300.0
Sweden,2003,402520.0,3253000.0,924.0,484.0,382.3,5660.0,15793.0,3.14,577.82,8462580.48,180100.0,38100.0,43700.0
Sweden,2004,403702.0,3275000.0,921.2,504.4,398.7,6404.0,15963.0,3.17,652.36,8487430.848,176800.0,38500.0,44600.0
Sweden,2005,393263.0,3208000.0,996.6,511.0,378.9,6796.0,17666.0,3.5,632.63,8267961.312,161500.0,35300.0,40000.0
Sweden,2006,387530.0,3172000.0,1022.7,501.2,378.3,2272.0,5156.0,3.76,652.16,8147430.72,160300.0,31700.0,37100.0
Sweden,2007,365728.0,3025000.0,1021.8,486.2,449.9,2932.0,5757.0,3.6,683.13,7689065.472,167100.0,31400.0,37600.0
Sweden,2008,365581.0,3029000.0,1054.1,457.7,543.2,6386.0,10715.0,3.75,695.48,7685974.944,186500.0,33500.0,40400.0
Sweden,2009,356776.0,2974000.0,1067.0,436.3,390.7,12656.0,27871.0,3.09,660.26,7500858.624,142400.0,8100.0,18100.0
Sweden,2010,348095.0,2902100.0,1137.32,451.9,478.7,19903.0,34053.0,1.24,644.76,7318349.28,167194.0,22387.0,25288.0
Sweden,2011,346495.0,2890000.0,1139.7,441.3,551.3,21377.0,34961.0,3.96,684.42,7284710.88,171444.0,24296.0,26663.0
Sweden,2012,347969.0,2901000.0,1121.77,434.8,500.4,20666.0,42132.0,2.48,736.57,7315700.256,148097.0,23741.0,25890.0
Sweden,2013,344021.0,2910000.0,1124.51,442.9,563.4,23766.0,37252.0,3.32,587.59,7232697.504,161052.0,27072.0,31059.0
Sweden,2014,344339.0,2973000.0,1109.94,435.68,539.3,18681.0,28459.0,4.18,630.14,7239383.136,181090.0,27677.0,31406.0
Sweden,2015,336801.0,2933000.0,1075.82,449.84,371.4,8325.0,15209.0,3.91,690.14,7080904.224,190228.0,28602.0,30688.0
Sweden,2016,326122.0,2862000.0,1052.56,451.94,360.5,9551.0,12499.0,3.44,625.78,6856388.928,186042.81,30029.0,35077.0
Sweden,2017,326440.0,2816660.0,1035.11,452.94,448.7,10348.0,9563.0,3.16,678.22,6863074.56,198459.65,32954.64,36791.0
Sweden,2018,313050.0,2760230.0,1048.39,455.14,461.2,4732.0,3611.0,3.62,539.63,6581563.2,184187.0,32721.0,38985.0
Sweden,2019,301380.0,2704390.0,1084.5,461.28,418.3,5328.0,5833.0,3.34,682.36,6336213.12,182664.0,29409.0,36070.0
Sweden,2020,304400.0,2772740.0,1064.81,463.52,430.9,6694.0,5966.0,4.47,669.34,6399705.6,215171.0,38110.0,43652.0
